"ncbi_gene_id","ensembl_gene_id"
"MIPOL1","ENSTGUG00000012022"
"STK3","ENSTGUG00000012023"
"SSTR1","ENSTGUG00000012024"
"TTLL12","ENSTGUG00000012025"
"SEC23A","ENSTGUG00000012026"
"OSR2","ENSTGUG00000012027"
"MFSD4B","ENSTGUG00000012028"
"LOC100228216","ENSTGUG00000012029"
"VPS13B","ENSTGUG00000012030"
"SLC16A10","ENSTGUG00000012031"
"THSD1","ENSTGUG00000012032"
"TSPO","ENSTGUG00000012033"
"RPF2","ENSTGUG00000012034"
"VPS36","ENSTGUG00000012036"
"PACSIN2","ENSTGUG00000012038"
"GEMIN2","ENSTGUG00000012039"
"GTF3C6","ENSTGUG00000012040"
"CKAP2","ENSTGUG00000012041"
"COX6C","ENSTGUG00000012043"
"TRAPPC6B","ENSTGUG00000012044"
"AMD1","ENSTGUG00000012045"
"PNN","ENSTGUG00000012046"
"YBX3","ENSTGUG00000012047"
"NEK3","ENSTGUG00000012048"
"FBXO43","ENSTGUG00000012050"
"POLR2K","ENSTGUG00000012051"
"STYK1","ENSTGUG00000012052"
"CDK19","ENSTGUG00000012053"
"SPAG1","ENSTGUG00000012055"
"MIA2","ENSTGUG00000012056"
"NEK5","ENSTGUG00000012059"
"LOC100228825","ENSTGUG00000012060"
"RNF19A","ENSTGUG00000012061"
"SLC22A16","ENSTGUG00000012062"
"CMAS","ENSTGUG00000012063"
"DDO","ENSTGUG00000012065"
"ALG11","ENSTGUG00000012066"
"PABPC1","ENSTGUG00000012067"
"ABCC9","ENSTGUG00000012068"
"ATP7B","ENSTGUG00000012069"
"METTL24","ENSTGUG00000012070"
"CDC40","ENSTGUG00000012071"
"WASF1","ENSTGUG00000012072"
"FBXO33","ENSTGUG00000012074"
"WDFY2","ENSTGUG00000012075"
"ZNF410","ENSTGUG00000012076"
"GPR6","ENSTGUG00000012077"
"YWHAZ","ENSTGUG00000012078"
"FIG4","ENSTGUG00000012079"
"FAM161B","ENSTGUG00000012081"
"INTS6","ENSTGUG00000012084"
"COQ6","ENSTGUG00000012085"
"GRHL2","ENSTGUG00000012086"
"STAM2","ENSTGUG00000012089"
"RRM2B","ENSTGUG00000012093"
"SERPINE3","ENSTGUG00000012096"
"AK9","ENSTGUG00000012097"
"ZBTB24","ENSTGUG00000012098"
"UBR5","ENSTGUG00000012099"
"FMNL2","ENSTGUG00000012102"
"RNASEH2B","ENSTGUG00000012104"
"LDHB","ENSTGUG00000012106"
"CEP57L1","ENSTGUG00000012107"
"VSX2","ENSTGUG00000012109"
"SESN1","ENSTGUG00000012113"
"TRIM13","ENSTGUG00000012115"
"ABCD4","ENSTGUG00000012116"
"PRPF40A","ENSTGUG00000012118"
"ODF1","ENSTGUG00000012119"
"KLF10","ENSTGUG00000012120"
"SPX","ENSTGUG00000012121"
"ARMC2","ENSTGUG00000012122"
"LRMP","ENSTGUG00000012124"
"VRTN","ENSTGUG00000012125"
"KPNA3","ENSTGUG00000012126"
"AZIN1","ENSTGUG00000012128"
"LTBP2","ENSTGUG00000012131"
"FOXO3","ENSTGUG00000012135"
"AFG1L","ENSTGUG00000012136"
"ATP6V1C1","ENSTGUG00000012137"
"GALNT13","ENSTGUG00000012138"
"LOC100219177","ENSTGUG00000012140"
"SNX3","ENSTGUG00000012141"
"LOC100228774","ENSTGUG00000012143"
"FZD6","ENSTGUG00000012145"
"RCBTB1","ENSTGUG00000012146"
"NR2E1","ENSTGUG00000012147"
"CTHRC1","ENSTGUG00000012148"
"AREL1","ENSTGUG00000012150"
"PPFIBP1","ENSTGUG00000012151"
"DCAF13","ENSTGUG00000012152"
"OSTM1","ENSTGUG00000012154"
"SEC63","ENSTGUG00000012155"
"LOC100231131","ENSTGUG00000012156"
"GPD2","ENSTGUG00000012157"
"CAB39L","ENSTGUG00000012160"
"RIMS2","ENSTGUG00000012161"
"REP15","ENSTGUG00000012162"
"ARNTL2","ENSTGUG00000012163"
"YLPM1","ENSTGUG00000012165"
"CDADC1","ENSTGUG00000012166"
"SOBP","ENSTGUG00000012167"
"PDSS2","ENSTGUG00000012168"
"STK38L","ENSTGUG00000012169"
"PROX2","ENSTGUG00000012170"
"DLST","ENSTGUG00000012171"
"MLNR","ENSTGUG00000012172"
"NR4A2","ENSTGUG00000012173"
"FNDC3A","ENSTGUG00000012174"
"BEND3","ENSTGUG00000012175"
"DCSTAMP","ENSTGUG00000012176"
"MTRES1","ENSTGUG00000012177"
"DPYS","ENSTGUG00000012178"
"QRSL1","ENSTGUG00000012180"
"ACVR1","ENSTGUG00000012182"
"TM7SF3","ENSTGUG00000012183"
"FGFR1OP2","ENSTGUG00000012184"
"LRP12","ENSTGUG00000012185"
"RPS6KL1","ENSTGUG00000012186"
"RTN4IP1","ENSTGUG00000012187"
"INTS13","ENSTGUG00000012188"
"ZFPM2","ENSTGUG00000012190"
"EIF2B2","ENSTGUG00000012191"
"CRYBG1","ENSTGUG00000012192"
"UPP2","ENSTGUG00000012193"
"OXR1","ENSTGUG00000012194"
"ITPR2","ENSTGUG00000012196"
"CCDC148","ENSTGUG00000012199"
"ATG5","ENSTGUG00000012200"
"LOC100224365","ENSTGUG00000012201"
"PKP4","ENSTGUG00000012202"
"MLH3","ENSTGUG00000012203"
"PRDM1","ENSTGUG00000012204"
"RB1","ENSTGUG00000012205"
"PREP","ENSTGUG00000012206"
"ABRA","ENSTGUG00000012207"
"ANGPT1","ENSTGUG00000012208"
"ACYP1","ENSTGUG00000012209"
"DAPL1","ENSTGUG00000012210"
"TANC1","ENSTGUG00000012212"
"NEK9","ENSTGUG00000012213"
"RSPO2","ENSTGUG00000012214"
"EIF3E","ENSTGUG00000012216"
"LOC115495558","ENSTGUG00000012217"
"BVES","ENSTGUG00000012218"
"LPAR6","ENSTGUG00000012222"
"ITM2B","ENSTGUG00000012223"
"WDSUB1","ENSTGUG00000012224"
"TTLL5","ENSTGUG00000012226"
"HACE1","ENSTGUG00000012227"
"BHLHE41","ENSTGUG00000012230"
"EMC2","ENSTGUG00000012231"
"BAZ2B","ENSTGUG00000012233"
"RASSF8","ENSTGUG00000012234"
"KRAS","ENSTGUG00000012235"
"NUDT15","ENSTGUG00000012236"
"SUCLA2","ENSTGUG00000012239"
"GRIK2","ENSTGUG00000012240"
"CASC1","ENSTGUG00000012243"
"TRHR","ENSTGUG00000012244"
"NUDCD1","ENSTGUG00000012245"
"IFT43","ENSTGUG00000012246"
"ARFGAP3","ENSTGUG00000012247"
"LOC115490562","ENSTGUG00000012248"
"GPATCH2L","ENSTGUG00000012250"
"RAD51AP1","ENSTGUG00000012251"
"EBAG9","ENSTGUG00000012252"
"MARCHF7","ENSTGUG00000012253"
"HTR2A","ENSTGUG00000012255"
"ESD","ENSTGUG00000012256"
"C1AH12orf4","ENSTGUG00000012261"
"ASCC3","ENSTGUG00000012262"
"SYBU","ENSTGUG00000012263"
"ANGEL1","ENSTGUG00000012264"
"FGF6","ENSTGUG00000012265"
"KCNV1","ENSTGUG00000012266"
"LRCH1","ENSTGUG00000012267"
"FGF23","ENSTGUG00000012268"
"TIGAR","ENSTGUG00000012270"
"CSMD3","ENSTGUG00000012272"
"CIPC","ENSTGUG00000012273"
"ZDHHC22","ENSTGUG00000012274"
"CCND2","ENSTGUG00000012276"
"TMEM63C","ENSTGUG00000012277"
"SIM1","ENSTGUG00000012278"
"TRIM24","ENSTGUG00000012279"
"PRDM13","ENSTGUG00000012280"
"RUBCNL","ENSTGUG00000012281"
"CCNC","ENSTGUG00000012282"
"TSTD3","ENSTGUG00000012283"
"LCP1","ENSTGUG00000012284"
"USP45","ENSTGUG00000012285"
"AKR1D1","ENSTGUG00000012287"
"POMT2","ENSTGUG00000012288"
"PNISR","ENSTGUG00000012289"
"COQ3","ENSTGUG00000012290"
"FAXC","ENSTGUG00000012293"
"CPB2","ENSTGUG00000012294"
"FBXL4","ENSTGUG00000012295"
"MMS22L","ENSTGUG00000012296"
"TRPS1","ENSTGUG00000012298"
"ZC3H13","ENSTGUG00000012299"
"LOC100221985","ENSTGUG00000012300"
"SAMD15","ENSTGUG00000012303"
"VIPAS39","ENSTGUG00000012305"
"KLHL32","ENSTGUG00000012306"
"SIAH3","ENSTGUG00000012307"
"CBY2","ENSTGUG00000012308"
"COG3","ENSTGUG00000012310"
"LOC100220148","ENSTGUG00000012313"
"FHL5","ENSTGUG00000012315"
"SLC25A30","ENSTGUG00000012317"
"UFL1","ENSTGUG00000012318"
"RAD21","ENSTGUG00000012319"
"AHSA1","ENSTGUG00000012320"
"NUFIP1","ENSTGUG00000012321"
"TPT1","ENSTGUG00000012322"
"LOC100232495","ENSTGUG00000012325"
"MED30","ENSTGUG00000012326"
"EXT1","ENSTGUG00000012328"
"ISM2","ENSTGUG00000012330"
"SPTLC2","ENSTGUG00000012332"
"EPHA7","ENSTGUG00000012333"
"GTF2F2","ENSTGUG00000012334"
"ALKBH1","ENSTGUG00000012335"
"PDE3A","ENSTGUG00000012336"
"GPALPP1","ENSTGUG00000012338"
"SNW1","ENSTGUG00000012340"
"TNFRSF11B","ENSTGUG00000012341"
"AEBP2","ENSTGUG00000012348"
"CCN3","ENSTGUG00000012349"
"ADCK1","ENSTGUG00000012350"
"ENPP2","ENSTGUG00000012352"
"LACC1","ENSTGUG00000012353"
"PLEKHA5","ENSTGUG00000012354"
"NRXN3","ENSTGUG00000012355"
"ENOX1","ENSTGUG00000012357"
"MAP3K7","ENSTGUG00000012360"
"PLCZ1","ENSTGUG00000012361"
"EPSTI1","ENSTGUG00000012366"
"CEP128","ENSTGUG00000012372"
"TSHR","ENSTGUG00000012373"
"PIK3C2G","ENSTGUG00000012374"
"TAF2","ENSTGUG00000012376"
"DGKH","ENSTGUG00000012377"
"GTF2A1","ENSTGUG00000012378"
"DSCC1","ENSTGUG00000012379"
"BACH2","ENSTGUG00000012380"
"STON2","ENSTGUG00000012382"
"GJA10","ENSTGUG00000012383"
"CASP8AP2","ENSTGUG00000012385"
"SEL1L","ENSTGUG00000012387"
"MDN1","ENSTGUG00000012389"
"COL14A1","ENSTGUG00000012390"
"MGST1","ENSTGUG00000012391"
"SLC15A5","ENSTGUG00000012392"
"DERA","ENSTGUG00000012393"
"FLRT2","ENSTGUG00000012394"
"STRAP","ENSTGUG00000012395"
"GALC","ENSTGUG00000012397"
"VWA8","ENSTGUG00000012398"
"EPS8","ENSTGUG00000012399"
"MRPL13","ENSTGUG00000012400"
"MTBP","ENSTGUG00000012401"
"GPR65","ENSTGUG00000012402"
"KCNK10","ENSTGUG00000012403"
"SNTB1","ENSTGUG00000012405"
"ANKRD6","ENSTGUG00000012407"
"PTPN21","ENSTGUG00000012408"
"PTPRO","ENSTGUG00000012409"
"RRAGD","ENSTGUG00000012410"
"HAS2","ENSTGUG00000012411"
"UBE2J1","ENSTGUG00000012412"
"ZHX2","ENSTGUG00000012413"
"LOC100230156","ENSTGUG00000012416"
"ZC3H14","ENSTGUG00000012417"
"NAA16","ENSTGUG00000012418"
"GABRR1","ENSTGUG00000012419"
"TBC1D31","ENSTGUG00000012420"
"PM20D2","ENSTGUG00000012421"
"MTRF1","ENSTGUG00000012422"
"PNRC1","ENSTGUG00000012423"
"RNGTT","ENSTGUG00000012427"
"FAM83A","ENSTGUG00000012428"
"LOC100226877","ENSTGUG00000012429"
"LOC100190001","ENSTGUG00000012430"
"TTC8","ENSTGUG00000012434"
"ATAD2","ENSTGUG00000012435"
"ELF1","ENSTGUG00000012438"
"ORC3","ENSTGUG00000012439"
"FOXN3","ENSTGUG00000012441"
"TDP1","ENSTGUG00000012443"
"KLHL38","ENSTGUG00000012445"
"ANXA13","ENSTGUG00000012446"
"RARS2","ENSTGUG00000012447"
"CNMD","ENSTGUG00000012448"
"CALD1","ENSTGUG00000012449"
"PSMC1","ENSTGUG00000012452"
"PCDH8","ENSTGUG00000012453"
"PCDH17","ENSTGUG00000012457"
"FAM91A1","ENSTGUG00000012458"
"SLC35A1","ENSTGUG00000012459"
"DIAPH3","ENSTGUG00000012460"
"CFAP206","ENSTGUG00000012461"
"NRDE2","ENSTGUG00000012462"
"FER1L6","ENSTGUG00000012463"
"SMIM8","ENSTGUG00000012467"
"ZNF292","ENSTGUG00000012469"
"TMEM65","ENSTGUG00000012471"
"RNF139","ENSTGUG00000012474"
"TDRD3","ENSTGUG00000012476"
"TATDN1","ENSTGUG00000012477"
"SYNCRIP","ENSTGUG00000012478"
"PCDH20","ENSTGUG00000012481"
"SNX14","ENSTGUG00000012482"
"PCDH9","ENSTGUG00000012486"
"KLHL1","ENSTGUG00000012487"
"MTSS1","ENSTGUG00000012488"
"LOC100228819","ENSTGUG00000012489"
"SQLE","ENSTGUG00000012490"
"DACH1","ENSTGUG00000012492"
"USP18","ENSTGUG00000012493"
"NT5E","ENSTGUG00000012495"
"BORA","ENSTGUG00000012496"
"TUBAL3","ENSTGUG00000012497"
"WASHC5","ENSTGUG00000012498"
"DIS3","ENSTGUG00000012500"
"TTC7B","ENSTGUG00000012501"
"TBX18","ENSTGUG00000012504"
"NSMCE2","ENSTGUG00000012507"
"CEP162","ENSTGUG00000012509"
"PIBF1","ENSTGUG00000012511"
"MYC","ENSTGUG00000012513"
"RPS6KA5","ENSTGUG00000012514"
"LOC100227837","ENSTGUG00000012515"
"FAM49B","ENSTGUG00000012516"
"LOC100223021","ENSTGUG00000012517"
"RIPPLY2","ENSTGUG00000012518"
"ADA2","ENSTGUG00000012520"
"DGLUCY","ENSTGUG00000012521"
"ASAP1","ENSTGUG00000012522"
"SNAP91","ENSTGUG00000012523"
"KLF5","ENSTGUG00000012525"
"TBC1D4","ENSTGUG00000012530"
"CCDC88C","ENSTGUG00000012531"
"ADCY8","ENSTGUG00000012532"
"COMMD6","ENSTGUG00000012533"
"UCHL3","ENSTGUG00000012534"
"EFR3A","ENSTGUG00000012536"
"CACNA1C","ENSTGUG00000012538"
"LMO7","ENSTGUG00000012539"
"ME1","ENSTGUG00000012540"
"PPP4R3A","ENSTGUG00000012541"
"OC90","ENSTGUG00000012542"
"TC2N","ENSTGUG00000012543"
"HHLA1","ENSTGUG00000012544"
"KCNQ3","ENSTGUG00000012545"
"PGM3","ENSTGUG00000012547"
"FBLN5","ENSTGUG00000012548"
"ACOD1","ENSTGUG00000012551"
"LOC100222462","ENSTGUG00000012552"
"DOP1A","ENSTGUG00000012553"
"LRRC6","ENSTGUG00000012554"
"FBXL3","ENSTGUG00000012555"
"MYCBP2","ENSTGUG00000012556"
"TMEM71","ENSTGUG00000012557"
"PHF20L1","ENSTGUG00000012558"
"TRIP11","ENSTGUG00000012559"
"UBE3D","ENSTGUG00000012560"
"TG","ENSTGUG00000012562"
"IBTK","ENSTGUG00000012564"
"SLA","ENSTGUG00000012567"
"NDUFB1","ENSTGUG00000012568"
"BCKDHB","ENSTGUG00000012570"
"CPSF2","ENSTGUG00000012571"
"SLAIN1","ENSTGUG00000012572"
"CCN4","ENSTGUG00000012573"
"DCP1B","ENSTGUG00000012575"
"NDRG1","ENSTGUG00000012576"
"TTK","ENSTGUG00000012578"
"CACNA2D4","ENSTGUG00000012579"
"OBI1","ENSTGUG00000012583"
"RBM26","ENSTGUG00000012585"
"LCA5","ENSTGUG00000012586"
"LOC115495588","ENSTGUG00000012587"
"LGMN","ENSTGUG00000012588"
"HMGN3","ENSTGUG00000012589"
"ADIPOR2","ENSTGUG00000012591"
"PHIP","ENSTGUG00000012592"
"NDFIP2","ENSTGUG00000012593"
"ST3GAL1","ENSTGUG00000012594"
"WNT5B","ENSTGUG00000012595"
"SPRY2","ENSTGUG00000012596"
"NKAP","ENSTGUG00000012597"
"GOLGA5","ENSTGUG00000012598"
"ERC1","ENSTGUG00000012600"
"SLITRK6","ENSTGUG00000012602"
"ZFAT","ENSTGUG00000012603"
"DDX10","ENSTGUG00000012605"
"CHGA","ENSTGUG00000012606"
"IRAK1BP1","ENSTGUG00000012608"
"RAD52","ENSTGUG00000012609"
"KHDRBS3","ENSTGUG00000012611"
"IMPG1","ENSTGUG00000012614"
"WNK1","ENSTGUG00000012615"
"UBR7","ENSTGUG00000012618"
"MYO6","ENSTGUG00000012619"
"POGLUT3","ENSTGUG00000012620"
"FAM135B","ENSTGUG00000012621"
"ATM","ENSTGUG00000012622"
"BTBD7","ENSTGUG00000012623"
"COL22A1","ENSTGUG00000012624"
"UNC79","ENSTGUG00000012625"
"NINJ2","ENSTGUG00000012626"
"B4GALNT3","ENSTGUG00000012627"
"CCDC77","ENSTGUG00000012628"
"SENP6","ENSTGUG00000012629"
"ASB2","ENSTGUG00000012632"
"KDM5A","ENSTGUG00000012633"
"LOC100227231","ENSTGUG00000012634"
"DDX24","ENSTGUG00000012637"
"TRAPPC9","ENSTGUG00000012639"
"FILIP1","ENSTGUG00000012640"
"SLC35F2","ENSTGUG00000012641"
"PPP4R4","ENSTGUG00000012642"
"ACAT1","ENSTGUG00000012643"
"TMEM30A","ENSTGUG00000012644"
"COX7A2","ENSTGUG00000012645"
"LOC100224093","ENSTGUG00000012646"
"LOC100228673","ENSTGUG00000012647"
"COL12A1","ENSTGUG00000012648"
"CUL5","ENSTGUG00000012650"
"CHRAC1","ENSTGUG00000012651"
"AGO2","ENSTGUG00000012652"
"LOC100222137","ENSTGUG00000012653"
"LOC100232544","ENSTGUG00000012654"
"GSC","ENSTGUG00000012655"
"ELMOD1","ENSTGUG00000012657"
"DICER1","ENSTGUG00000012658"
"CD109","ENSTGUG00000012659"
"ALKBH8","ENSTGUG00000012660"
"RPLP1","ENSTGUG00000012661"
"IQSEC3","ENSTGUG00000012662"
"PTK2","ENSTGUG00000012663"
"CWF19L2","ENSTGUG00000012664"
"LOC100218627","ENSTGUG00000012665"
"WASHC1","ENSTGUG00000012666"
"GUCY1A2","ENSTGUG00000012667"
"EEF1A1","ENSTGUG00000012670"
"SYNE3","ENSTGUG00000012672"
"DDX11","ENSTGUG00000012673"
"GRIA4","ENSTGUG00000012676"
"ATG2B","ENSTGUG00000012679"
"MTO1","ENSTGUG00000012680"
"LOC115493492","ENSTGUG00000012681"
"CCDC91","ENSTGUG00000012682"
"CGAS","ENSTGUG00000012683"
"DDX43","ENSTGUG00000012684"
"AK7","ENSTGUG00000012686"
"PAPOLA","ENSTGUG00000012687"
"KCNQ5","ENSTGUG00000012688"
"DENND3","ENSTGUG00000012690"
"KLHL42","ENSTGUG00000012691"
"MRPS35","ENSTGUG00000012692"
"PDGFD","ENSTGUG00000012693"
"SLC45A4","ENSTGUG00000012694"
"RIMS1","ENSTGUG00000012695"
"LOC100227875","ENSTGUG00000012696"
"DYNC2H1","ENSTGUG00000012697"
"GPR20","ENSTGUG00000012699"
"TSNARE1","ENSTGUG00000012701"
"VRK1","ENSTGUG00000012702"
"CDKN1B","ENSTGUG00000012703"
"LOC100228814","ENSTGUG00000012704"
"CREBL2","ENSTGUG00000012705"
"ADGRB1","ENSTGUG00000012707"
"DUSP16","ENSTGUG00000012708"
"ASRGL1","ENSTGUG00000012710"
"BCL11B","ENSTGUG00000012711"
"OGFRL1","ENSTGUG00000012712"
"SETD3","ENSTGUG00000012713"
"B3GAT2","ENSTGUG00000012716"
"LRP6","ENSTGUG00000012717"
"SMAP1","ENSTGUG00000012718"
"CCNK","ENSTGUG00000012719"
"FAM135A","ENSTGUG00000012721"
"HHIPL1","ENSTGUG00000012723"
"LOC100221970","ENSTGUG00000012724"
"LOC100217703","ENSTGUG00000012726"
"ARC","ENSTGUG00000012727"
"LOC100229977","ENSTGUG00000012728"
"LOC115494024","ENSTGUG00000012729"
"COL9A1","ENSTGUG00000012730"
"LOC100190135","ENSTGUG00000012732"
"LOC100224284","ENSTGUG00000012733"
"TOP1MT","ENSTGUG00000012734"
"LOC100221422","ENSTGUG00000012735"
"LOC100219136","ENSTGUG00000012736"
"LOC100218575","ENSTGUG00000012737"
"EML1","ENSTGUG00000012738"
"RHPN1","ENSTGUG00000012739"
"COL19A1","ENSTGUG00000012740"
"MAFA","ENSTGUG00000012742"
"ZC3H3","ENSTGUG00000012743"
"BIRC2","ENSTGUG00000012745"
"EVL","ENSTGUG00000012746"
"ADGRB3","ENSTGUG00000012749"
"DEGS2","ENSTGUG00000012750"
"YAP1","ENSTGUG00000012754"
"LOC101232977","ENSTGUG00000012755"
"LOC115494038","ENSTGUG00000012756"
"SLC25A29","ENSTGUG00000012757"
"CFAP300","ENSTGUG00000012760"
"WARS1","ENSTGUG00000012762"
"CEP126","ENSTGUG00000012764"
"TRPC6","ENSTGUG00000012766"
"WDR25","ENSTGUG00000012768"
"PHF3","ENSTGUG00000012770"
"TIGD5","ENSTGUG00000012771"
"BEGAIN","ENSTGUG00000012772"
"LOC100190711","ENSTGUG00000012773"
"LOC100224347","ENSTGUG00000012774"
"DLK1","ENSTGUG00000012776"
"PTP4A1","ENSTGUG00000012777"
"PGR","ENSTGUG00000012778"
"LGSN","ENSTGUG00000012783"
"PPP2R5C","ENSTGUG00000012785"
"KHDRBS2","ENSTGUG00000012786"
"LOC105759043","ENSTGUG00000012787"
"ARHGAP42","ENSTGUG00000012788"
"LOC100230033","ENSTGUG00000012789"
"PRIM2","ENSTGUG00000012790"
"LOC100224344","ENSTGUG00000012791"
"CNTN5","ENSTGUG00000012792"
"DYNC1H1","ENSTGUG00000012793"
"ZNF451","ENSTGUG00000012796"
"LOC100218449","ENSTGUG00000012797"
"BEND6","ENSTGUG00000012798"
"CCDC82","ENSTGUG00000012800"
"DST","ENSTGUG00000012802"
"MAML2","ENSTGUG00000012803"
"MTMR2","ENSTGUG00000012806"
"HSP90AA1","ENSTGUG00000012808"
"WDR20","ENSTGUG00000012810"
"FAM76B","ENSTGUG00000012811"
"ZNF839","ENSTGUG00000012812"
"CINP","ENSTGUG00000012815"
"TECPR2","ENSTGUG00000012816"
"AMOTL1","ENSTGUG00000012818"
"ANKRD9","ENSTGUG00000012819"
"RCOR1","ENSTGUG00000012820"
"TRAF3","ENSTGUG00000012821"
"ANKRD49","ENSTGUG00000012823"
"MRE11","ENSTGUG00000012824"
"AMN","ENSTGUG00000012825"
"CDC42BPB","ENSTGUG00000012826"
"COL21A1","ENSTGUG00000012827"
"PANX1","ENSTGUG00000012828"
"HEPHL1","ENSTGUG00000012829"
"BMP5","ENSTGUG00000012830"
"HMGCLL1","ENSTGUG00000012832"
"EXOC3L4","ENSTGUG00000012834"
"TNFAIP2","ENSTGUG00000012835"
"GFRAL","ENSTGUG00000012837"
"LOC100226358","ENSTGUG00000012838"
"LOC115495610","ENSTGUG00000012839"
"HCRTR2","ENSTGUG00000012840"
"EIF5","ENSTGUG00000012841"
"VSTM5","ENSTGUG00000012843"
"FAM83B","ENSTGUG00000012844"
"MED17","ENSTGUG00000012845"
"TINAG","ENSTGUG00000012846"
"MLIP","ENSTGUG00000012847"
"MARK3","ENSTGUG00000012848"
"LOC115494251","ENSTGUG00000012849"
"C1H11orf54","ENSTGUG00000012850"
"TAF1D","ENSTGUG00000012851"
"KLHL31","ENSTGUG00000012853"
"GCLC","ENSTGUG00000012854"
"CKB","ENSTGUG00000012861"
"DEUP1","ENSTGUG00000012862"
"SLC36A4","ENSTGUG00000012863"
"ELOVL5","ENSTGUG00000012864"
"TRMT61A","ENSTGUG00000012865"
"BAG5","ENSTGUG00000012866"
"GCM1","ENSTGUG00000012867"
"LOC100226294","ENSTGUG00000012868"
"FBXO9","ENSTGUG00000012870"
"XRCC3","ENSTGUG00000012872"
"FAT3","ENSTGUG00000012873"
"ICK","ENSTGUG00000012875"
"LOC100190440","ENSTGUG00000012876"
"LOC100218258","ENSTGUG00000012878"
"ZFYVE21","ENSTGUG00000012879"
"PPP1R13B","ENSTGUG00000012883"
"RD3L","ENSTGUG00000012886"
"TDRD9","ENSTGUG00000012887"
"TMEM14A","ENSTGUG00000012888"
"AGPAT5","ENSTGUG00000012889"
"MCPH1","ENSTGUG00000012890"
"ASPG","ENSTGUG00000012891"
"ANGPT2","ENSTGUG00000012892"
"NOX4","ENSTGUG00000012893"
"KIF26A","ENSTGUG00000012894"
"CSMD1","ENSTGUG00000012896"
"INF2","ENSTGUG00000012898"
"TYR","ENSTGUG00000012899"
"GRM5","ENSTGUG00000012900"
"ADSS1","ENSTGUG00000012901"
"SIVA1","ENSTGUG00000012902"
"AKT1","ENSTGUG00000012904"
"CTSC","ENSTGUG00000012906"
"CEP170B","ENSTGUG00000012907"
"PLD4","ENSTGUG00000012908"
"RAB38","ENSTGUG00000012909"
"TMEM135","ENSTGUG00000012910"
"LOC100229729","ENSTGUG00000012911"
"MYOM2","ENSTGUG00000012912"
"CLBA1","ENSTGUG00000012915"
"PRSS23","ENSTGUG00000012918"
"GPR132","ENSTGUG00000012919"
"ME3","ENSTGUG00000012920"
"JAG2","ENSTGUG00000012921"
"ARHGEF10","ENSTGUG00000012923"
"NUDT14","ENSTGUG00000012924"
"LOC115495617","ENSTGUG00000012925"
"BRF1","ENSTGUG00000012926"
"BTBD6","ENSTGUG00000012927"
"HSPA2","ENSTGUG00000012929"
"DLGAP2","ENSTGUG00000012930"
"ZBTB1","ENSTGUG00000012931"
"PRCP","ENSTGUG00000012934"
"AKAP5","ENSTGUG00000012936"
"ERICH1","ENSTGUG00000012937"
"TDRP","ENSTGUG00000012940"
"ESR2","ENSTGUG00000012942"
"FBXO25","ENSTGUG00000012943"
"PCF11","ENSTGUG00000012944"
"FAM110C","ENSTGUG00000012945"
"SH3YL1","ENSTGUG00000012946"
"SYNE2","ENSTGUG00000012947"
"ANKRD42","ENSTGUG00000012948"
"CCDC90B","ENSTGUG00000012950"
"ALKAL2","ENSTGUG00000012951"
"SNTG2","ENSTGUG00000012954"
"DLG2","ENSTGUG00000012956"
"PPP2R5E","ENSTGUG00000012959"
"TPO","ENSTGUG00000012960"
"LOC100222067","ENSTGUG00000012961"
"PXDN","ENSTGUG00000012962"
"SYTL2","ENSTGUG00000012963"
"KCNH5","ENSTGUG00000012967"
"CCDC83","ENSTGUG00000012968"
"PICALM","ENSTGUG00000012969"
"MYT1L","ENSTGUG00000012971"
"LOC105759327","ENSTGUG00000012972"
"EIPR1","ENSTGUG00000012973"
"TRAPPC12","ENSTGUG00000012974"
"SYT16","ENSTGUG00000012975"
"SNAPC1","ENSTGUG00000012976"
"HIF1A","ENSTGUG00000012978"
"PRKCH","ENSTGUG00000012981"
"EED","ENSTGUG00000012982"
"COLEC11","ENSTGUG00000012983"
"SLC38A6","ENSTGUG00000012985"
"HIKESHI","ENSTGUG00000012986"
"SOX11","ENSTGUG00000012987"
"MNAT1","ENSTGUG00000012990"
"TENM4","ENSTGUG00000012991"
"RSAD2","ENSTGUG00000012992"
"SIX6","ENSTGUG00000012995"
"ID2","ENSTGUG00000012998"
"KIDINS220","ENSTGUG00000012999"
"DHRS7","ENSTGUG00000013000"
"NARS2","ENSTGUG00000013001"
"PCNX4","ENSTGUG00000013002"
"RTN1","ENSTGUG00000013003"
"MBOAT2","ENSTGUG00000013004"
"GAB2","ENSTGUG00000013005"
"ASAP2","ENSTGUG00000013006"
"JKAMP","ENSTGUG00000013008"
"L3HYPDH","ENSTGUG00000013009"
"USP35","ENSTGUG00000013010"
"DAAM1","ENSTGUG00000013012"
"ALG8","ENSTGUG00000013014"
"ITGB1BP1","ENSTGUG00000013015"
"CPSF3","ENSTGUG00000013016"
"KCTD14","ENSTGUG00000013019"
"INTS4","ENSTGUG00000013020"
"LOC100224802","ENSTGUG00000013021"
"DACT1","ENSTGUG00000013023"
"IAH1","ENSTGUG00000013025"
"AAMDC","ENSTGUG00000013026"
"ADAM17","ENSTGUG00000013028"
"TIMM9","ENSTGUG00000013029"
"CLNS1A","ENSTGUG00000013030"
"ARID4A","ENSTGUG00000013032"
"AQP11","ENSTGUG00000013033"
"PAK1","ENSTGUG00000013034"
"YWHAQ","ENSTGUG00000013035"
